stock  init_proprecru_per_szgroup
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
2 1
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
3 1
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0.0002
4 0.086
4 0.8966
4 0.0172
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 1
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
6 1
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
7 1
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
8 0.0004
8 0.0008
8 0.0038
8 0.0165
8 0.0536
8 0.1264
8 0.2124
8 0.2575
8 0.202
8 0.0979
8 0.0244
8 0.0041
8 0.0002
8 0
9 0.0011
9 0.011
9 0.0496
9 0.1666
9 0.3102
9 0.293
9 0.1406
9 0.0267
9 0.0012
9 0
9 0
9 0
9 0
9 0
10 0.0069
10 0.0533
10 0.2485
10 0.4049
10 0.246
10 0.0386
10 0.0018
10 0
10 0
10 0
10 0
10 0
10 0
10 0
11 0.00015
11 0.0002
11 0.0035
11 0.02515
11 0.09615
11 0.2007
11 0.23745
11 0.21785
11 0.16325
11 0.0508
11 0.0048
11 0
11 0
11 0
12 1
12 0
12 0
12 0
12 0
12 0
12 0
12 0
12 0
12 0
12 0
12 0
12 0
12 0
13 0.0008
13 0.0235
13 0.2091
13 0.5078
13 0.2435
13 0.0152
13 0.0001
13 0
13 0
13 0
13 0
13 0
13 0
13 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
15 0.0067
15 0.0366
15 0.1338
15 0.297
15 0.3199
15 0.1675
15 0.036
15 0.0023
15 0.0002
15 0
15 0
15 0
15 0
15 0
16 1
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
17 1
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
22 0.0239
22 0.3323
22 0.5672
22 0.0762
22 0.0004
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
23 0
23 0
23 0
23 0.00025
23 0.017
23 0.22345
23 0.34035
23 0.4055
23 0.01345
23 0
23 0
23 0
23 0
23 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
25 0
25 0
25 0.0059
25 0.2231
25 0.7127
25 0.0583
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
