pop beta.nb_indiv
0 0
1 454.85458
2 -0.69514
3 1.16183
4 24.88031
5 0.11613
6 -1.70171
7 -6.55553
8 1142.02091
9 -575.28905
10 0.85111
11 3.54385
12 201.61154
13 23.18803
14 -0.47225
15 0
16 -21.71976
17 0
18 0
19 -2e-04
20 -0.26189
21 226.43015
22 710.65294
23 196.89827
24 182.15968
25 259.11342
26 14478.11766
27 -1905.99236
28 674.91103
29 3700.01897
30 0
31 0
32 0
33 0
